day,year,high,low,rain,snow,date,day_num,month_num,dow,dow_name,month
February 19,2015,23,8,0.0,0.0,2015-02-19,19,2,3,Thursday,February
February 20,2015,18,2,0.0,0.0,2015-02-20,20,2,4,Friday,February
February 21,2015,34,9,0.76,4.8,2015-02-21,21,2,5,Saturday,February
February 22,2015,47,33,0.28,0.0,2015-02-22,22,2,6,Sunday,February
February 23,2015,37,13,0.0,0.0,2015-02-23,23,2,0,Monday,February
February 24,2015,25,7,0.0,0.0,2015-02-24,24,2,1,Tuesday,February
February 25,2015,38,15,0.0,0.0,2015-02-25,25,2,2,Wednesday,February
February 26,2015,32,26,0.0,0.0,2015-02-26,26,2,3,Thursday,February
February 27,2015,31,22,0.0,0.0,2015-02-27,27,2,4,Friday,February
February 28,2015,32,16,0.0,0.0,2015-02-28,28,2,5,Saturday,February
March 1,2015,32,21,0.52,0.4,2015-03-01,1,3,6,Sunday,March
March 2,2015,40,29,0.0,0.0,2015-03-02,2,3,0,Monday,March
March 3,2015,34,25,0.61,0.1,2015-03-03,3,3,1,Tuesday,March
March 4,2015,43,33,0.49,0.0,2015-03-04,4,3,2,Wednesday,March
March 5,2015,40,20,0.78,7.5,2015-03-05,5,3,3,Thursday,March
March 6,2015,26,11,0.0,0.0,2015-03-06,6,3,4,Friday,March
March 7,2015,41,11,0.0,0.0,2015-03-07,7,3,5,Saturday,March
March 8,2015,50,26,0.0,0.0,2015-03-08,8,3,6,Sunday,March
March 9,2015,57,32,0.0,0.0,2015-03-09,9,3,0,Monday,March
March 10,2015,59,32,0.71,0.0,2015-03-10,10,3,1,Tuesday,March
March 11,2015,61,44,0.0,0.0,2015-03-11,11,3,2,Wednesday,March
March 12,2015,52,37,0.0,0.0,2015-03-12,12,3,3,Thursday,March
March 13,2015,49,30,0.08,0.0,2015-03-13,13,3,4,Friday,March
March 14,2015,51,38,0.95,0.0,2015-03-14,14,3,5,Saturday,March
March 15,2015,48,40,0.0,0.0,2015-03-15,15,3,6,Sunday,March
March 16,2015,55,33,0.0,0.0,2015-03-16,16,3,0,Monday,March
March 17,2015,68,37,0.0,0.0,2015-03-17,17,3,1,Tuesday,March
March 18,2015,45,32,0.0,0.0,2015-03-18,18,3,2,Wednesday,March
March 19,2015,46,28,0.0,0.0,2015-03-19,19,3,3,Thursday,March
March 20,2015,37,32,0.7,3.9,2015-03-20,20,3,4,Friday,March
March 21,2015,53,31,0.0,0.0,2015-03-21,21,3,5,Saturday,March
March 22,2015,48,34,0.0,0.0,2015-03-22,22,3,6,Sunday,March
March 23,2015,43,27,0.0,0.0,2015-03-23,23,3,0,Monday,March
March 24,2015,40,31,0.0,0.0,2015-03-24,24,3,1,Tuesday,March
March 25,2015,47,28,0.05,0.0,2015-03-25,25,3,2,Wednesday,March
March 26,2015,67,39,0.34,0.0,2015-03-26,26,3,3,Thursday,March
March 27,2015,48,39,0.2,0.0,2015-03-27,27,3,4,Friday,March
March 28,2015,41,27,0.0,0.0,2015-03-28,28,3,5,Saturday,March
March 29,2015,46,26,0.0,0.0,2015-03-29,29,3,6,Sunday,March
March 30,2015,57,34,0.03,0.1,2015-03-30,30,3,0,Monday,March
March 31,2015,59,37,0.06,0.0,2015-03-31,31,3,1,Tuesday,March
April 1,2015,56,34,0.0,0.0,2015-04-01,1,4,2,Wednesday,April
April 2,2015,67,37,0.0,0.0,2015-04-02,2,4,3,Thursday,April
April 3,2015,63,57,0.12,0.0,2015-04-03,3,4,4,Friday,April
April 4,2015,63,42,0.0,0.0,2015-04-04,4,4,5,Saturday,April
April 5,2015,64,42,0.0,0.0,2015-04-05,5,4,6,Sunday,April
April 6,2015,75,39,0.0,0.0,2015-04-06,6,4,0,Monday,April
April 7,2015,69,44,0.24,0.0,2015-04-07,7,4,1,Tuesday,April
April 8,2015,44,39,0.03,0.0,2015-04-08,8,4,2,Wednesday,April
April 9,2015,43,39,0.02,0.0,2015-04-09,9,4,3,Thursday,April
April 10,2015,57,41,0.07,0.0,2015-04-10,10,4,4,Friday,April
April 11,2015,63,47,0.0,0.0,2015-04-11,11,4,5,Saturday,April
April 12,2015,67,38,0.0,0.0,2015-04-12,12,4,6,Sunday,April
April 13,2015,75,44,0.0,0.0,2015-04-13,13,4,0,Monday,April
April 14,2015,63,52,0.12,0.0,2015-04-14,14,4,1,Tuesday,April
April 15,2015,70,48,0.0,0.0,2015-04-15,15,4,2,Wednesday,April
April 16,2015,71,50,0.0,0.0,2015-04-16,16,4,3,Thursday,April
April 17,2015,74,55,0.15,0.0,2015-04-17,17,4,4,Friday,April
April 18,2015,81,54,0.0,0.0,2015-04-18,18,4,5,Saturday,April
April 19,2015,67,49,0.0,0.0,2015-04-19,19,4,6,Sunday,April
April 20,2015,76,50,2.01,0.0,2015-04-20,20,4,0,Monday,April
April 21,2015,66,51,0.82,0.0,2015-04-21,21,4,1,Tuesday,April
April 22,2015,73,47,0.0,0.0,2015-04-22,22,4,2,Wednesday,April
April 23,2015,52,43,0.0,0.0,2015-04-23,23,4,3,Thursday,April
April 24,2015,57,39,0.0,0.0,2015-04-24,24,4,4,Friday,April
April 25,2015,58,37,0.0,0.0,2015-04-25,25,4,5,Saturday,April
April 26,2015,64,45,0.0,0.0,2015-04-26,26,4,6,Sunday,April
April 27,2015,60,48,0.0,0.0,2015-04-27,27,4,0,Monday,April
April 28,2015,71,51,0.0,0.0,2015-04-28,28,4,1,Tuesday,April
April 29,2015,77,51,0.0,0.0,2015-04-29,29,4,2,Wednesday,April
April 30,2015,72,50,0.0,0.0,2015-04-30,30,4,3,Thursday,April
May 1,2015,64,49,0.0,0.0,2015-05-01,1,5,4,Friday,May
May 2,2015,74,47,0.0,0.0,2015-05-02,2,5,5,Saturday,May
May 3,2015,81,49,0.0,0.0,2015-05-03,3,5,6,Sunday,May
May 4,2015,85,54,0.0,0.0,2015-05-04,4,5,0,Monday,May
May 5,2015,85,62,0.0,0.0,2015-05-05,5,5,1,Tuesday,May
May 6,2015,77,57,0.0,0.0,2015-05-06,6,5,2,Wednesday,May
May 7,2015,81,57,0.0,0.0,2015-05-07,7,5,3,Thursday,May
May 8,2015,83,55,0.0,0.0,2015-05-08,8,5,4,Friday,May
May 9,2015,80,60,0.03,0.0,2015-05-09,9,5,5,Saturday,May
May 10,2015,84,67,0.0,0.0,2015-05-10,10,5,6,Sunday,May
May 11,2015,84,69,0.0,0.0,2015-05-11,11,5,0,Monday,May
May 12,2015,88,66,0.0,0.0,2015-05-12,12,5,1,Tuesday,May
May 13,2015,72,54,0.0,0.0,2015-05-13,13,5,2,Wednesday,May
May 14,2015,72,50,0.0,0.0,2015-05-14,14,5,3,Thursday,May
May 15,2015,76,54,0.0,0.0,2015-05-15,15,5,4,Friday,May
May 16,2015,86,59,0.33,0.0,2015-05-16,16,5,5,Saturday,May
May 17,2015,84,68,0.01,0.0,2015-05-17,17,5,6,Sunday,May
May 18,2015,87,61,0.03,0.0,2015-05-18,18,5,0,Monday,May
May 19,2015,83,61,0.01,0.0,2015-05-19,19,5,1,Tuesday,May
May 20,2015,75,58,0.0,0.0,2015-05-20,20,5,2,Wednesday,May
May 21,2015,58,51,0.18,0.0,2015-05-21,21,5,3,Thursday,May
May 22,2015,77,53,0.0,0.0,2015-05-22,22,5,4,Friday,May
May 23,2015,71,51,0.0,0.0,2015-05-23,23,5,5,Saturday,May
May 24,2015,82,52,0.0,0.0,2015-05-24,24,5,6,Sunday,May
May 25,2015,87,63,0.0,0.0,2015-05-25,25,5,0,Monday,May
May 26,2015,89,65,0.0,0.0,2015-05-26,26,5,1,Tuesday,May
May 27,2015,89,71,0.6,0.0,2015-05-27,27,5,2,Wednesday,May
May 28,2015,89,70,0.0,0.0,2015-05-28,28,5,3,Thursday,May
May 29,2015,87,66,0.0,0.0,2015-05-29,29,5,4,Friday,May
May 30,2015,87,68,0.0,0.0,2015-05-30,30,5,5,Saturday,May
May 31,2015,92,70,0.0,0.0,2015-05-31,31,5,6,Sunday,May
June 1,2015,76,58,1.96,0.0,2015-06-01,1,6,0,Monday,June
June 2,2015,58,53,0.3,0.0,2015-06-02,2,6,1,Tuesday,June
June 3,2015,70,55,0.01,0.0,2015-06-03,3,6,2,Wednesday,June
June 4,2015,70,57,0.0,0.0,2015-06-04,4,6,3,Thursday,June
June 5,2015,76,56,0.13,0.0,2015-06-05,5,6,4,Friday,June
June 6,2015,81,64,0.05,0.0,2015-06-06,6,6,5,Saturday,June
June 7,2015,77,58,0.0,0.0,2015-06-07,7,6,6,Sunday,June
June 8,2015,86,64,0.88,0.0,2015-06-08,8,6,0,Monday,June
June 9,2015,86,69,0.02,0.0,2015-06-09,9,6,1,Tuesday,June
June 10,2015,86,65,0.0,0.0,2015-06-10,10,6,2,Wednesday,June
June 11,2015,92,70,0.0,0.0,2015-06-11,11,6,3,Thursday,June
June 12,2015,95,75,0.0,0.0,2015-06-12,12,6,4,Friday,June
June 13,2015,88,77,0.0,0.0,2015-06-13,13,6,5,Saturday,June
June 14,2015,90,72,0.09,0.0,2015-06-14,14,6,6,Sunday,June
June 15,2015,89,74,0.0,0.0,2015-06-15,15,6,0,Monday,June
June 16,2015,91,74,0.0,0.0,2015-06-16,16,6,1,Tuesday,June
June 17,2015,86,69,0.0,0.0,2015-06-17,17,6,2,Wednesday,June
June 18,2015,74,65,0.65,0.0,2015-06-18,18,6,3,Thursday,June
June 19,2015,87,70,0.27,0.0,2015-06-19,19,6,4,Friday,June
June 20,2015,86,71,0.48,0.0,2015-06-20,20,6,5,Saturday,June
June 21,2015,91,73,0.3,0.0,2015-06-21,21,6,6,Sunday,June
June 22,2015,91,73,0.0,0.0,2015-06-22,22,6,0,Monday,June
June 23,2015,95,70,0.55,0.0,2015-06-23,23,6,1,Tuesday,June
June 24,2015,85,69,0.0,0.0,2015-06-24,24,6,2,Wednesday,June
June 25,2015,84,68,0.13,0.0,2015-06-25,25,6,3,Thursday,June
June 26,2015,84,68,0.0,0.0,2015-06-26,26,6,4,Friday,June
June 27,2015,71,63,1.34,0.0,2015-06-27,27,6,5,Saturday,June
June 28,2015,79,66,0.22,0.0,2015-06-28,28,6,6,Sunday,June
June 29,2015,81,63,0.0,0.0,2015-06-29,29,6,0,Monday,June
June 30,2015,86,67,1.5,0.0,2015-06-30,30,6,1,Tuesday,June
July 1,2015,86,69,0.08,0.0,2015-07-01,1,7,2,Wednesday,July
July 2,2015,77,67,0.02,0.0,2015-07-02,2,7,3,Thursday,July
July 3,2015,83,66,0.0,0.0,2015-07-03,3,7,4,Friday,July
July 4,2015,77,69,0.02,0.0,2015-07-04,4,7,5,Saturday,July
July 5,2015,84,67,0.0,0.0,2015-07-05,5,7,6,Sunday,July
July 6,2015,88,72,0.0,0.0,2015-07-06,6,7,0,Monday,July
July 7,2015,91,76,0.0,0.0,2015-07-07,7,7,1,Tuesday,July
July 8,2015,89,77,0.0,0.0,2015-07-08,8,7,2,Wednesday,July
July 9,2015,85,73,0.76,0.0,2015-07-09,9,7,3,Thursday,July
July 10,2015,86,72,0.0,0.0,2015-07-10,10,7,4,Friday,July
July 11,2015,89,73,0.0,0.0,2015-07-11,11,7,5,Saturday,July
July 12,2015,90,69,0.0,0.0,2015-07-12,12,7,6,Sunday,July
July 13,2015,87,72,0.0,0.0,2015-07-13,13,7,0,Monday,July
July 14,2015,86,73,0.58,0.0,2015-07-14,14,7,1,Tuesday,July
July 15,2015,82,69,0.69,0.0,2015-07-15,15,7,2,Wednesday,July
July 16,2015,82,64,0.0,0.0,2015-07-16,16,7,3,Thursday,July
July 17,2015,83,67,0.0,0.0,2015-07-17,17,7,4,Friday,July
July 18,2015,89,71,0.0,0.0,2015-07-18,18,7,5,Saturday,July
July 19,2015,95,77,0.0,0.0,2015-07-19,19,7,6,Sunday,July
July 20,2015,95,81,0.03,0.0,2015-07-20,20,7,0,Monday,July
July 21,2015,91,74,0.0,0.0,2015-07-21,21,7,1,Tuesday,July
July 22,2015,85,70,0.0,0.0,2015-07-22,22,7,2,Wednesday,July
July 23,2015,83,68,0.0,0.0,2015-07-23,23,7,3,Thursday,July
July 24,2015,86,67,0.0,0.0,2015-07-24,24,7,4,Friday,July
July 25,2015,90,68,0.0,0.0,2015-07-25,25,7,5,Saturday,July
July 26,2015,89,72,0.0,0.0,2015-07-26,26,7,6,Sunday,July
July 27,2015,87,71,0.47,0.0,2015-07-27,27,7,0,Monday,July
July 28,2015,93,75,0.0,0.0,2015-07-28,28,7,1,Tuesday,July
July 29,2015,93,76,0.0,0.0,2015-07-29,29,7,2,Wednesday,July
July 30,2015,91,77,0.51,0.0,2015-07-30,30,7,3,Thursday,July
July 31,2015,90,69,0.0,0.0,2015-07-31,31,7,4,Friday,July
August 1,2015,90,75,0.0,0.0,2015-08-01,1,8,5,Saturday,August
August 2,2015,90,69,0.0,0.0,2015-08-02,2,8,6,Sunday,August
August 3,2015,93,73,0.0,0.0,2015-08-03,3,8,0,Monday,August
August 4,2015,93,74,0.01,0.0,2015-08-04,4,8,1,Tuesday,August
August 5,2015,89,73,0.0,0.0,2015-08-05,5,8,2,Wednesday,August
August 6,2015,85,68,0.08,0.0,2015-08-06,6,8,3,Thursday,August
August 7,2015,87,69,0.0,0.0,2015-08-07,7,8,4,Friday,August
August 8,2015,87,69,0.0,0.0,2015-08-08,8,8,5,Saturday,August
August 9,2015,86,71,0.0,0.0,2015-08-09,9,8,6,Sunday,August
August 10,2015,79,69,0.04,0.0,2015-08-10,10,8,0,Monday,August
August 11,2015,85,71,0.72,0.0,2015-08-11,11,8,1,Tuesday,August
August 12,2015,85,70,0.0,0.0,2015-08-12,12,8,2,Wednesday,August
August 13,2015,84,68,0.0,0.0,2015-08-13,13,8,3,Thursday,August
August 14,2015,88,65,0.0,0.0,2015-08-14,14,8,4,Friday,August
August 15,2015,91,69,0.0,0.0,2015-08-15,15,8,5,Saturday,August
August 16,2015,93,72,0.0,0.0,2015-08-16,16,8,6,Sunday,August
August 17,2015,94,73,0.0,0.0,2015-08-17,17,8,0,Monday,August
August 18,2015,92,73,0.0,0.0,2015-08-18,18,8,1,Tuesday,August
August 19,2015,92,75,0.0,0.0,2015-08-19,19,8,2,Wednesday,August
August 20,2015,90,76,0.13,0.0,2015-08-20,20,8,3,Thursday,August
August 21,2015,88,73,0.0,0.0,2015-08-21,21,8,4,Friday,August
August 22,2015,86,68,0.0,0.0,2015-08-22,22,8,5,Saturday,August
August 23,2015,87,65,0.0,0.0,2015-08-23,23,8,6,Sunday,August
August 24,2015,89,66,0.0,0.0,2015-08-24,24,8,0,Monday,August
August 25,2015,89,72,0.0,0.0,2015-08-25,25,8,1,Tuesday,August
August 26,2015,83,68,0.0,0.0,2015-08-26,26,8,2,Wednesday,August
August 27,2015,81,64,0.0,0.0,2015-08-27,27,8,3,Thursday,August
August 28,2015,85,63,0.0,0.0,2015-08-28,28,8,4,Friday,August
August 29,2015,87,64,0.0,0.0,2015-08-29,29,8,5,Saturday,August
August 30,2015,91,70,0.0,0.0,2015-08-30,30,8,6,Sunday,August
August 31,2015,90,76,0.0,0.0,2015-08-31,31,8,0,Monday,August
September 1,2015,95,73,0.0,0.0,2015-09-01,1,9,1,Tuesday,September
September 2,2015,93,73,0.0,0.0,2015-09-02,2,9,2,Wednesday,September
September 3,2015,96,74,0.0,0.0,2015-09-03,3,9,3,Thursday,September
September 4,2015,93,73,0.0,0.0,2015-09-04,4,9,4,Friday,September
September 5,2015,88,67,0.0,0.0,2015-09-05,5,9,5,Saturday,September
September 6,2015,88,63,0.0,0.0,2015-09-06,6,9,6,Sunday,September
September 7,2015,90,69,0.0,0.0,2015-09-07,7,9,0,Monday,September
September 8,2015,94,72,0.0,0.0,2015-09-08,8,9,1,Tuesday,September
September 9,2015,93,75,0.0,0.0,2015-09-09,9,9,2,Wednesday,September
September 10,2015,81,70,4.76,0.0,2015-09-10,10,9,3,Thursday,September
September 11,2015,83,68,0.01,0.0,2015-09-11,11,9,4,Friday,September
September 12,2015,78,68,0.02,0.0,2015-09-12,12,9,5,Saturday,September
September 13,2015,72,60,0.0,0.0,2015-09-13,13,9,6,Sunday,September
September 14,2015,77,56,0.0,0.0,2015-09-14,14,9,0,Monday,September
September 15,2015,83,58,0.0,0.0,2015-09-15,15,9,1,Tuesday,September
September 16,2015,87,63,0.0,0.0,2015-09-16,16,9,2,Wednesday,September
September 17,2015,86,64,0.0,0.0,2015-09-17,17,9,3,Thursday,September
September 18,2015,84,63,0.0,0.0,2015-09-18,18,9,4,Friday,September
September 19,2015,85,66,0.0,0.0,2015-09-19,19,9,5,Saturday,September
September 20,2015,80,65,0.0,0.0,2015-09-20,20,9,6,Sunday,September
September 21,2015,74,60,0.0,0.0,2015-09-21,21,9,0,Monday,September
September 22,2015,75,63,0.0,0.0,2015-09-22,22,9,1,Tuesday,September
September 23,2015,80,59,0.0,0.0,2015-09-23,23,9,2,Wednesday,September
September 24,2015,82,57,0.0,0.0,2015-09-24,24,9,3,Thursday,September
September 25,2015,78,64,0.0,0.0,2015-09-25,25,9,4,Friday,September
September 26,2015,72,61,0.0,0.0,2015-09-26,26,9,5,Saturday,September
September 27,2015,71,60,0.0,0.0,2015-09-27,27,9,6,Sunday,September
September 28,2015,83,65,0.0,0.0,2015-09-28,28,9,0,Monday,September
September 29,2015,85,68,1.21,0.0,2015-09-29,29,9,1,Tuesday,September
September 30,2015,82,65,0.27,0.0,2015-09-30,30,9,2,Wednesday,September
October 1,2015,65,57,0.49,0.0,2015-10-01,1,10,3,Thursday,October
October 2,2015,57,50,1.8,0.0,2015-10-02,2,10,4,Friday,October
October 3,2015,57,49,0.01,0.0,2015-10-03,3,10,5,Saturday,October
October 4,2015,63,55,0.0,0.0,2015-10-04,4,10,6,Sunday,October
October 5,2015,69,51,0.0,0.0,2015-10-05,5,10,0,Monday,October
October 6,2015,75,51,0.0,0.0,2015-10-06,6,10,1,Tuesday,October
October 7,2015,75,59,0.0,0.0,2015-10-07,7,10,2,Wednesday,October
October 8,2015,76,57,0.0,0.0,2015-10-08,8,10,3,Thursday,October
October 9,2015,80,60,0.29,0.0,2015-10-09,9,10,4,Friday,October
October 10,2015,66,52,0.0,0.0,2015-10-10,10,10,5,Saturday,October
October 11,2015,70,47,0.0,0.0,2015-10-11,11,10,6,Sunday,October
October 12,2015,76,51,0.0,0.0,2015-10-12,12,10,0,Monday,October
October 13,2015,76,59,0.0,0.0,2015-10-13,13,10,1,Tuesday,October
October 14,2015,68,57,0.0,0.0,2015-10-14,14,10,2,Wednesday,October
October 15,2015,66,52,0.0,0.0,2015-10-15,15,10,3,Thursday,October
October 16,2015,66,50,0.0,0.0,2015-10-16,16,10,4,Friday,October
October 17,2015,57,45,0.0,0.0,2015-10-17,17,10,5,Saturday,October
October 18,2015,53,38,0.0,0.0,2015-10-18,18,10,6,Sunday,October
October 19,2015,55,35,0.0,0.0,2015-10-19,19,10,0,Monday,October
October 20,2015,71,47,0.0,0.0,2015-10-20,20,10,1,Tuesday,October
October 21,2015,76,50,0.0,0.0,2015-10-21,21,10,2,Wednesday,October
October 22,2015,77,50,0.0,0.0,2015-10-22,22,10,3,Thursday,October
October 23,2015,65,48,0.0,0.0,2015-10-23,23,10,4,Friday,October
October 24,2015,64,43,0.0,0.0,2015-10-24,24,10,5,Saturday,October
October 25,2015,71,52,0.0,0.0,2015-10-25,25,10,6,Sunday,October
October 26,2015,60,45,0.0,0.0,2015-10-26,26,10,0,Monday,October
October 27,2015,62,42,0.0,0.0,2015-10-27,27,10,1,Tuesday,October
October 28,2015,72,54,0.58,0.0,2015-10-28,28,10,2,Wednesday,October
October 29,2015,72,58,0.59,0.0,2015-10-29,29,10,3,Thursday,October
October 30,2015,60,45,0.0,0.0,2015-10-30,30,10,4,Friday,October
October 31,2015,58,40,0.0,0.0,2015-10-31,31,10,5,Saturday,October
November 1,2015,65,52,0.0,0.0,2015-11-01,1,11,6,Sunday,November
November 2,2015,65,50,0.0,0.0,2015-11-02,2,11,0,Monday,November
November 3,2015,76,46,0.0,0.0,2015-11-03,3,11,1,Tuesday,November
November 4,2015,80,49,0.0,0.0,2015-11-04,4,11,2,Wednesday,November
November 5,2015,69,56,0.1,0.0,2015-11-05,5,11,3,Thursday,November
November 6,2015,77,66,0.02,0.0,2015-11-06,6,11,4,Friday,November
November 7,2015,69,54,0.01,0.0,2015-11-07,7,11,5,Saturday,November
November 8,2015,59,44,0.0,0.0,2015-11-08,8,11,6,Sunday,November
November 9,2015,61,39,0.0,0.0,2015-11-09,9,11,0,Monday,November
November 10,2015,62,54,0.65,0.0,2015-11-10,10,11,1,Tuesday,November
November 11,2015,65,54,0.01,0.0,2015-11-11,11,11,2,Wednesday,November
November 12,2015,61,49,0.13,0.0,2015-11-12,12,11,3,Thursday,November
November 13,2015,59,48,0.0,0.0,2015-11-13,13,11,4,Friday,November
November 14,2015,51,40,0.0,0.0,2015-11-14,14,11,5,Saturday,November
November 15,2015,61,37,0.0,0.0,2015-11-15,15,11,6,Sunday,November
November 16,2015,70,44,0.0,0.0,2015-11-16,16,11,0,Monday,November
November 17,2015,57,42,0.0,0.0,2015-11-17,17,11,1,Tuesday,November
November 18,2015,63,41,0.0,0.0,2015-11-18,18,11,2,Wednesday,November
November 19,2015,67,54,0.82,0.0,2015-11-19,19,11,3,Thursday,November
November 20,2015,64,42,0.0,0.0,2015-11-20,20,11,4,Friday,November
November 21,2015,56,39,0.0,0.0,2015-11-21,21,11,5,Saturday,November
November 22,2015,53,40,0.0,0.0,2015-11-22,22,11,6,Sunday,November
November 23,2015,43,34,0.0,0.0,2015-11-23,23,11,0,Monday,November
November 24,2015,50,33,0.0,0.0,2015-11-24,24,11,1,Tuesday,November
November 25,2015,55,33,0.0,0.0,2015-11-25,25,11,2,Wednesday,November
November 26,2015,64,37,0.0,0.0,2015-11-26,26,11,3,Thursday,November
November 27,2015,66,40,0.0,0.0,2015-11-27,27,11,4,Friday,November
November 28,2015,62,48,0.01,0.0,2015-11-28,28,11,5,Saturday,November
November 29,2015,51,40,0.12,0.0,2015-11-29,29,11,6,Sunday,November
November 30,2015,47,36,0.02,0.0,2015-11-30,30,11,0,Monday,November
December 1,2015,56,45,0.7,0.0,2015-12-01,1,12,1,Tuesday,December
December 2,2015,60,52,0.16,0.0,2015-12-02,2,12,2,Wednesday,December
December 3,2015,56,40,0.0,0.0,2015-12-03,3,12,3,Thursday,December
December 4,2015,52,39,0.0,0.0,2015-12-04,4,12,4,Friday,December
December 5,2015,51,36,0.0,0.0,2015-12-05,5,12,5,Saturday,December
December 6,2015,53,32,0.0,0.0,2015-12-06,6,12,6,Sunday,December
December 7,2015,57,35,0.0,0.0,2015-12-07,7,12,0,Monday,December
December 8,2015,50,36,0.0,0.0,2015-12-08,8,12,1,Tuesday,December
December 9,2015,58,35,0.0,0.0,2015-12-09,9,12,2,Wednesday,December
December 10,2015,62,46,0.0,0.0,2015-12-10,10,12,3,Thursday,December
December 11,2015,61,42,0.0,0.0,2015-12-11,11,12,4,Friday,December
December 12,2015,69,49,0.0,0.0,2015-12-12,12,12,5,Saturday,December
December 13,2015,71,52,0.0,0.0,2015-12-13,13,12,6,Sunday,December
December 14,2015,70,53,0.09,0.0,2015-12-14,14,12,0,Monday,December
December 15,2015,69,49,0.09,0.0,2015-12-15,15,12,1,Tuesday,December
December 16,2015,53,48,0.0,0.0,2015-12-16,16,12,2,Wednesday,December
December 17,2015,57,45,0.92,0.0,2015-12-17,17,12,3,Thursday,December
December 18,2015,56,39,0.0,0.0,2015-12-18,18,12,4,Friday,December
December 19,2015,42,33,0.0,0.0,2015-12-19,19,12,5,Saturday,December
December 20,2015,43,30,0.0,0.0,2015-12-20,20,12,6,Sunday,December
December 21,2015,57,36,0.0,0.0,2015-12-21,21,12,0,Monday,December
December 22,2015,61,54,0.15,0.0,2015-12-22,22,12,1,Tuesday,December
December 23,2015,70,57,1.55,0.0,2015-12-23,23,12,2,Wednesday,December
December 24,2015,71,62,0.06,0.0,2015-12-24,24,12,3,Thursday,December
December 25,2015,68,58,0.32,0.0,2015-12-25,25,12,4,Friday,December
December 26,2015,63,50,0.0,0.0,2015-12-26,26,12,5,Saturday,December
December 27,2015,65,47,0.04,0.0,2015-12-27,27,12,6,Sunday,December
December 28,2015,47,40,0.05,0.0,2015-12-28,28,12,0,Monday,December
December 29,2015,52,41,0.84,0.0,2015-12-29,29,12,1,Tuesday,December
December 30,2015,52,46,0.17,0.0,2015-12-30,30,12,2,Wednesday,December
December 31,2015,52,42,0.0,0.0,2015-12-31,31,12,3,Thursday,December
January 1,2016,43,34,0.0,0.0,2016-01-01,1,1,4,Friday,January
January 2,2016,44,31,0.0,0.0,2016-01-02,2,1,5,Saturday,January
January 3,2016,50,30,0.0,0.0,2016-01-03,3,1,6,Sunday,January
January 4,2016,37,14,0.0,0.0,2016-01-04,4,1,0,Monday,January
January 5,2016,32,12,0.0,0.0,2016-01-05,5,1,1,Tuesday,January
January 6,2016,40,18,0.0,0.0,2016-01-06,6,1,2,Wednesday,January
January 7,2016,45,28,0.0,0.0,2016-01-07,7,1,3,Thursday,January
January 8,2016,45,36,0.0,0.0,2016-01-08,8,1,4,Friday,January
January 9,2016,54,42,0.0,0.0,2016-01-09,9,1,5,Saturday,January
January 10,2016,65,40,0.63,0.0,2016-01-10,10,1,6,Sunday,January
January 11,2016,40,26,0.0,0.0,2016-01-11,11,1,0,Monday,January
January 12,2016,46,24,0.0,0.0,2016-01-12,12,1,1,Tuesday,January
January 13,2016,29,21,0.0,0.0,2016-01-13,13,1,2,Wednesday,January
January 14,2016,47,26,0.0,0.0,2016-01-14,14,1,3,Thursday,January
January 15,2016,53,30,0.16,0.0,2016-01-15,15,1,4,Friday,January
January 16,2016,54,40,0.2,0.0,2016-01-16,16,1,5,Saturday,January
January 17,2016,42,30,0.04,0.5,2016-01-17,17,1,6,Sunday,January
January 18,2016,31,18,0.0,0.0,2016-01-18,18,1,0,Monday,January
January 19,2016,29,16,0.0,0.0,2016-01-19,19,1,1,Tuesday,January
January 20,2016,36,21,0.0,0.0,2016-01-20,20,1,2,Wednesday,January
January 21,2016,37,26,0.0,0.0,2016-01-21,21,1,3,Thursday,January
January 22,2016,28,21,0.2,3.0,2016-01-22,22,1,4,Friday,January
January 23,2016,30,24,1.4,19.4,2016-01-23,23,1,5,Saturday,January
January 24,2016,34,21,0.0,0.0,2016-01-24,24,1,6,Sunday,January
January 25,2016,40,19,0.0,0.0,2016-01-25,25,1,0,Monday,January
January 26,2016,50,22,0.0,0.0,2016-01-26,26,1,1,Tuesday,January
January 27,2016,45,30,0.0,0.0,2016-01-27,27,1,2,Wednesday,January
January 28,2016,43,24,0.0,0.0,2016-01-28,28,1,3,Thursday,January
January 29,2016,42,28,0.0,0.0,2016-01-29,29,1,4,Friday,January
January 30,2016,41,26,0.0,0.0,2016-01-30,30,1,5,Saturday,January
January 31,2016,58,30,0.0,0.0,2016-01-31,31,1,6,Sunday,January
February 1,2016,59,39,0.1,0.0,2016-02-01,1,2,0,Monday,February
February 2,2016,53,34,0.0,0.0,2016-02-02,2,2,1,Tuesday,February
February 3,2016,62,34,0.46,0.0,2016-02-03,3,2,2,Wednesday,February
February 4,2016,56,44,0.01,0.0,2016-02-04,4,2,3,Thursday,February
February 5,2016,44,33,0.4,1.2,2016-02-05,5,2,4,Friday,February
February 6,2016,43,27,0.0,0.0,2016-02-06,6,2,5,Saturday,February
February 7,2016,46,28,0.0,0.0,2016-02-07,7,2,6,Sunday,February
February 8,2016,44,32,0.01,0.2,2016-02-08,8,2,0,Monday,February
February 9,2016,37,32,0.05,0.3,2016-02-09,9,2,1,Tuesday,February
February 10,2016,36,28,0.04,0.4,2016-02-10,10,2,2,Wednesday,February
February 11,2016,28,21,0.0,0.0,2016-02-11,11,2,3,Thursday,February
