"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"SVK","Slovak Republic","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",0,,
"SVK","Slovak Republic","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",0,,
"SVK","Slovak Republic","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",0,,
"SVK","Slovak Republic","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",0,,
"SVK","Slovak Republic","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",0,,
"ESP","Spain","CWB1A","Children (0-17) living with two parents (%)","2014","2014",82.9,,
"ESP","Spain","CWB1A","Children (0-17) living with two parents (%)","2015","2015",82.4,,
"ESP","Spain","CWB1A","Children (0-17) living with two parents (%)","2016","2016",82.6,,
"ESP","Spain","CWB1A","Children (0-17) living with two parents (%)","2017","2017",82.9,,
"ESP","Spain","CWB1A","Children (0-17) living with two parents (%)","2018","2018",82.8,,
"ESP","Spain","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",15.6,,
"ESP","Spain","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",16.3,,
"ESP","Spain","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",16.5,,
"ESP","Spain","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",15.3,,
"ESP","Spain","CWB1B","Children (0-17) living with a single parent (%)","2018","2018",15.6,,
"ESP","Spain","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",1.6,,
"ESP","Spain","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",1.3,,
"ESP","Spain","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",0.9,,
"ESP","Spain","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",1.7,,
"ESP","Spain","CWB1C","Children (0-17) living in 'other' types of household (%)","2018","2018",1.5,,
"ESP","Spain","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",48.7,,
"ESP","Spain","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",51.5,,
"ESP","Spain","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2016","2016",52,,
"ESP","Spain","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2017","2017",56.2,,
"ESP","Spain","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2018","2018",58.6,,
"ESP","Spain","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2014","2014",39.2,,
"ESP","Spain","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2015","2015",37.9,,
"ESP","Spain","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2016","2016",37.4,,
"ESP","Spain","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2017","2017",35.3,,
"ESP","Spain","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2018","2018",33.6,,
"ESP","Spain","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2014","2014",12.2,,
"ESP","Spain","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2015","2015",10.6,,
"ESP","Spain","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2016","2016",10.6,,
"ESP","Spain","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2017","2017",8.5,,
"ESP","Spain","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2018","2018",7.8,,
"ESP","Spain","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",94.8,,
"ESP","Spain","CWB8B","Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)","2015","2015",79.1,,
"ESP","Spain","CWB9","Children (0-17) in overcrowded households (%)","2014","2014",7.3,,
"ESP","Spain","CWB9","Children (0-17) in overcrowded households (%)","2015","2015",7.6,,
"ESP","Spain","CWB9","Children (0-17) in overcrowded households (%)","2016","2016",8.8,,
"ESP","Spain","CWB9","Children (0-17) in overcrowded households (%)","2017","2017",8.4,,
"ESP","Spain","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",16.9,,
"ESP","Spain","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",9.5,,
"ESP","Spain","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",45.7,,
"ESP","Spain","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",96.7,,
"ESP","Spain","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",96.8,,
"ESP","Spain","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",96.9,,
"ESP","Spain","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",97.1,,
"ESP","Spain","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",90,,
"ESP","Spain","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",77.1,,
"ESP","Spain","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",51,,
"ESP","Spain","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",87.2,,
"ESP","Spain","CWB35A","Reading performance at age 15 (PISA)","2015","2015",495.6,,
"ESP","Spain","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",485.8,,
"ESP","Spain","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",65.8,,
"ESP","Spain","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",73.9,,
"ESP","Spain","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",76.8,,
"ESP","Spain","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",33,,
"ESP","Spain","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",9.5,,
"ESP","Spain","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",16,,
"ESP","Spain","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",16,,
"ESP","Spain","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",16,,
"ESP","Spain","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",16,,
"ESP","Spain","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",16,,
"ESP","Spain","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",2.1,,
"ESP","Spain","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",2.1,,
"ESP","Spain","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",2.1,,
"ESP","Spain","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",4.3,,
"ESP","Spain","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",4.3,,
"SWE","Sweden","CWB1A","Children (0-17) living with two parents (%)","2014","2014",80.9,,
"SWE","Sweden","CWB1A","Children (0-17) living with two parents (%)","2015","2015",79.5,,
"SWE","Sweden","CWB1A","Children (0-17) living with two parents (%)","2016","2016",79.9,,
"SWE","Sweden","CWB1A","Children (0-17) living with two parents (%)","2017","2017",80.1,,
"SWE","Sweden","CWB1A","Children (0-17) living with two parents (%)","2018","2018",78,,
"SWE","Sweden","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",17.9,,
"SWE","Sweden","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",19.4,,
"SWE","Sweden","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",19,,
"SWE","Sweden","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",18.8,,
"SWE","Sweden","CWB1B","Children (0-17) living with a single parent (%)","2018","2018",20.7,,
"SWE","Sweden","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",1.2,,
"SWE","Sweden","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",1,,
"SWE","Sweden","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",1,,
"SWE","Sweden","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",1.1,,
"SWE","Sweden","CWB1C","Children (0-17) living in 'other' types of household (%)","2018","2018",1.3,,
"SWE","Sweden","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",80.4,,
"SWE","Sweden","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",81.2,,
"SWE","Sweden","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2016","2016",81.1,,
"SWE","Sweden","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2017","2017",82.9,,
"SWE","Sweden","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2018","2018",83.1,,
"SWE","Sweden","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2014","2014",13.3,,
"SWE","Sweden","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2015","2015",12,,
"SWE","Sweden","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2016","2016",13.8,,
"SWE","Sweden","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2017","2017",12.2,,
"SWE","Sweden","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2018","2018",11.7,,
"SWE","Sweden","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2014","2014",6.2,,
"SWE","Sweden","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2015","2015",6.8,,
"SWE","Sweden","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2016","2016",5.1,,
"SWE","Sweden","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2017","2017",5,,
"SWE","Sweden","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2018","2018",5.2,,
"SWE","Sweden","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",97.2,,
"SWE","Sweden","CWB9","Children (0-17) in overcrowded households (%)","2014","2014",12.8,,
"SWE","Sweden","CWB9","Children (0-17) in overcrowded households (%)","2015","2015",13.5,,
"SWE","Sweden","CWB9","Children (0-17) in overcrowded households (%)","2016","2016",18.5,,
"SWE","Sweden","CWB9","Children (0-17) in overcrowded households (%)","2017","2017",18.3,,
"SWE","Sweden","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",18,,
"SWE","Sweden","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",5.3,,
"SWE","Sweden","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",60.2,,
"SWE","Sweden","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",94.3,,
"SWE","Sweden","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",92.7,,
"SWE","Sweden","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",93.5,,
"SWE","Sweden","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",94.1,,
"SWE","Sweden","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",90.5,,
"SWE","Sweden","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",80,,
"SWE","Sweden","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",38.7,,
"SWE","Sweden","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",69.3,,
"SWE","Sweden","CWB35A","Reading performance at age 15 (PISA)","2015","2015",500.2,,
"SWE","Sweden","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",493.9,,
"SWE","Sweden","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",77.7,,
"SWE","Sweden","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",85.1,,
"SWE","Sweden","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",71.8,,
"SWE","Sweden","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",60,,
"SWE","Sweden","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",60,,
"SWE","Sweden","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",55.7,,
"SWE","Sweden","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",55.7,,
"SWE","Sweden","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",55.7,,
"SWE","Sweden","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",10,,
"SWE","Sweden","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",10,,
"SWE","Sweden","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",14.3,,
"SWE","Sweden","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",14.3,,
"SWE","Sweden","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",14.3,,
"CHE","Switzerland","CWB1A","Children (0-17) living with two parents (%)","2014","2014",87.5,,
"CHE","Switzerland","CWB1A","Children (0-17) living with two parents (%)","2015","2015",87.7,,
"CHE","Switzerland","CWB1A","Children (0-17) living with two parents (%)","2016","2016",87.6,,
"CHE","Switzerland","CWB1A","Children (0-17) living with two parents (%)","2017","2017",92.8,,
"CHE","Switzerland","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",12.3,,
"CHE","Switzerland","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",12.1,,
"CHE","Switzerland","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",12.2,,
"CHE","Switzerland","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",7.1,,
"CHE","Switzerland","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",0.2,,
"CHE","Switzerland","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",0.3,,
"CHE","Switzerland","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",0.2,,
"CHE","Switzerland","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",0.1,,
"CHE","Switzerland","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",95.9,,
"CHE","Switzerland","CWB9","Children (0-17) in overcrowded households (%)","2014","2014",8.8,,
"CHE","Switzerland","CWB9","Children (0-17) in overcrowded households (%)","2016","2016",9.4,,
"CHE","Switzerland","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",28,,
"CHE","Switzerland","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",3.6,,
"CHE","Switzerland","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",54.2,,
"CHE","Switzerland","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",48.1,,
"CHE","Switzerland","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",49.1,,
"CHE","Switzerland","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",49.8,,
"CHE","Switzerland","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",49.5,,
"CHE","Switzerland","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",93.6,,
"CHE","Switzerland","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",77.3,,
"CHE","Switzerland","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",27,,
"CHE","Switzerland","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",70.8,,
"CHE","Switzerland","CWB35A","Reading performance at age 15 (PISA)","2015","2015",492.2,,
"CHE","Switzerland","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",521.3,,
"CHE","Switzerland","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",51.5,,
"CHE","Switzerland","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",65.1,,
"CHE","Switzerland","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",76.2,,
"CHE","Switzerland","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",39.6,,
"CHE","Switzerland","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",7.4,,
"CHE","Switzerland","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",14,,
"CHE","Switzerland","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",14,,
"CHE","Switzerland","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",14,,
"CHE","Switzerland","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",14,,
"CHE","Switzerland","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",14,,
"CHE","Switzerland","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",0,,
"CHE","Switzerland","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",0,,
"CHE","Switzerland","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",0,,
"CHE","Switzerland","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",0,,
"CHE","Switzerland","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",0,,
"TUR","Turkey","CWB1A","Children (0-17) living with two parents (%)","2014","2014",93.7,,
"TUR","Turkey","CWB1A","Children (0-17) living with two parents (%)","2015","2015",93.4,,
"TUR","Turkey","CWB1A","Children (0-17) living with two parents (%)","2016","2016",93.6,,
"TUR","Turkey","CWB1A","Children (0-17) living with two parents (%)","2017","2017",93.3,,
"TUR","Turkey","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",5.3,,
"TUR","Turkey","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",5.7,,
"TUR","Turkey","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",5.6,,
"TUR","Turkey","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",5.8,,
"TUR","Turkey","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",0.9,,
"TUR","Turkey","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",1,,
"TUR","Turkey","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",0.8,,
"TUR","Turkey","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",0.8,,
"TUR","Turkey","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",88.5,,
"TUR","Turkey","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",22.4,,
"TUR","Turkey","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",11.5,,
"TUR","Turkey","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",38.2,,
"TUR","Turkey","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",37.3,,
"TUR","Turkey","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",38,,
"TUR","Turkey","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",37.2,,
"TUR","Turkey","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",39.7,,
"TUR","Turkey","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",75.2,,
"TUR","Turkey","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",93.5,,
"TUR","Turkey","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",70.6,,
"TUR","Turkey","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",61.4,,
"TUR","Turkey","CWB35A","Reading performance at age 15 (PISA)","2015","2015",428.3,,
"TUR","Turkey","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",420.5,,
"TUR","Turkey","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",80.6,,
"TUR","Turkey","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",26.2,,
"TUR","Turkey","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",28.6,,
"TUR","Turkey","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",16,,
"TUR","Turkey","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",16,,
"TUR","Turkey","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",16,,
"TUR","Turkey","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",16,,
"TUR","Turkey","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",16,,
"TUR","Turkey","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",0,,
"TUR","Turkey","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",0,,
"TUR","Turkey","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",1,,
"TUR","Turkey","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",1,,
"TUR","Turkey","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",1,,
"GBR","United Kingdom","CWB1A","Children (0-17) living with two parents (%)","2014","2014",76.1,,
"GBR","United Kingdom","CWB1A","Children (0-17) living with two parents (%)","2015","2015",75.3,,
"GBR","United Kingdom","CWB1A","Children (0-17) living with two parents (%)","2016","2016",76.6,,
"GBR","United Kingdom","CWB1A","Children (0-17) living with two parents (%)","2017","2017",77.7,,
"GBR","United Kingdom","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",23.8,,
"GBR","United Kingdom","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",24.5,,
"GBR","United Kingdom","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",23.2,,
"GBR","United Kingdom","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",21.6,,
"GBR","United Kingdom","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",0.2,,
"GBR","United Kingdom","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",0.2,,
"GBR","United Kingdom","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",0.2,,
"GBR","United Kingdom","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",0.7,,
"GBR","United Kingdom","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",57.3,,
"GBR","United Kingdom","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",59.5,,
"GBR","United Kingdom","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2016","2016",61.5,,
"GBR","United Kingdom","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2017","2017",63.4,,
"GBR","United Kingdom","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2018","2018",64.8,,
"GBR","United Kingdom","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2014","2014",27.3,,
"GBR","United Kingdom","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2015","2015",25.9,,
"GBR","United Kingdom","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2016","2016",25.6,,
"GBR","United Kingdom","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2017","2017",24.7,,
"GBR","United Kingdom","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2018","2018",23.9,,
"GBR","United Kingdom","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2014","2014",15.4,,
"GBR","United Kingdom","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2015","2015",14.6,,
"GBR","United Kingdom","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2016","2016",12.9,,
"GBR","United Kingdom","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2017","2017",11.9,,
"GBR","United Kingdom","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2018","2018",11.3,,
"GBR","United Kingdom","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",96.5,,
"GBR","United Kingdom","CWB9","Children (0-17) in overcrowded households (%)","2014","2014",10.7,,
"GBR","United Kingdom","CWB9","Children (0-17) in overcrowded households (%)","2015","2015",10.6,,
"GBR","United Kingdom","CWB9","Children (0-17) in overcrowded households (%)","2016","2016",11.6,,
"GBR","United Kingdom","CWB9","Children (0-17) in overcrowded households (%)","2017","2017",5.4,,
"GBR","United Kingdom","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",29.6,,
"GBR","United Kingdom","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",7.4,,
"GBR","United Kingdom","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",41.7,,
"GBR","United Kingdom","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",93.3,,
"GBR","United Kingdom","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",100,,
"GBR","United Kingdom","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",100,,
"GBR","United Kingdom","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",92.4,,
"GBR","United Kingdom","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",95.4,,
"GBR","United Kingdom","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",41.8,,
"GBR","United Kingdom","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",67.8,,
"GBR","United Kingdom","CWB35A","Reading performance at age 15 (PISA)","2015","2015",498,,
"GBR","United Kingdom","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",492.5,,
"GBR","United Kingdom","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",75.7,,
"GBR","United Kingdom","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",79.5,,
"GBR","United Kingdom","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",60.9,,
"GBR","United Kingdom","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",28.3,,
"GBR","United Kingdom","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",15.6,,
"GBR","United Kingdom","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",39,,
"GBR","United Kingdom","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",39,,
"GBR","United Kingdom","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",39,,
"GBR","United Kingdom","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",39,,
"GBR","United Kingdom","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",39,,
"GBR","United Kingdom","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",2,,
"GBR","United Kingdom","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",2,,
